,Customer,Gender,Income,Location Code,Marital Status
4985,EL77795,F,23339,Suburban,Married
4986,VK98184,F,77031,Suburban,Married
4987,BR69566,M,31739,Suburban,Divorced
4989,SN67992,F,25236,Suburban,Divorced
4991,ZP49970,M,40964,Suburban,Married
4992,OA23108,F,40896,Urban,Married
4993,LY90785,M,95733,Suburban,Married
4994,ZR66788,F,39161,Suburban,Married
4995,BL12371,M,84551,Rural,Divorced
4996,GB68813,F,12843,Suburban,Single
4997,IG90926,F,71551,Suburban,Single
4999,BL13393,F,77835,Rural,Divorced
5000,TU33850,F,16764,Suburban,Married
5001,IL25109,M,39007,Suburban,Married
5002,OP67672,F,20290,Suburban,Married
5003,NW73460,F,46182,Rural,Married
5004,LW57693,F,11920,Suburban,Married
5005,JD81426,M,97162,Rural,Married
5006,AM99192,M,42743,Rural,Married
5009,RU75949,M,85789,Rural,Married
5011,VU33725,M,31349,Suburban,Married
5012,SV43220,M,37256,Rural,Married
5015,ZS35830,F,58166,Rural,Married
5017,PU73501,M,97361,Suburban,Single
5018,FP65563,M,51937,Urban,Married
5019,IC44995,F,75921,Suburban,Married
5020,AY55759,F,92766,Suburban,Married
5021,GO94903,F,12964,Suburban,Single
5022,TF35512,F,48117,Suburban,Married
5025,QE73187,M,66152,Suburban,Married
5026,WL13766,M,31093,Urban,Single
5029,XI14610,F,19121,Suburban,Married
5031,ZD13262,F,68563,Urban,Married
5032,OJ58066,M,24726,Rural,Divorced
5034,NI18835,M,51991,Rural,Married
5036,QN13323,M,89096,Rural,Single
5037,BC53363,F,23031,Suburban,Married
5038,VB26229,M,29540,Suburban,Divorced
5039,AD28535,F,58557,Rural,Married
5040,SE50560,M,88816,Rural,Married
5042,WK65741,F,61809,Urban,Married
5043,GZ77449,M,58452,Suburban,Single
5044,OF49789,F,57161,Suburban,Married
5046,TD19026,F,90083,Urban,Married
5047,XT67997,F,57693,Suburban,Divorced
5049,YT91759,M,44368,Suburban,Married
5050,YH20696,M,68727,Rural,Married
5051,NS14955,F,40564,Rural,Married
5052,UH79028,M,51066,Suburban,Single
5054,NK26146,F,90551,Suburban,Divorced
5056,HH15953,M,21353,Suburban,Divorced
5058,VZ23007,F,55350,Suburban,Married
5059,DF74270,M,80321,Rural,Married
5060,SE47384,F,94230,Suburban,Married
5061,CS84396,M,53305,Suburban,Single
5062,OQ20827,M,55593,Urban,Married
5066,HX33134,M,22158,Suburban,Married
5067,UR49989,F,81605,Suburban,Married
5068,VU48786,M,62219,Urban,Married
5069,QM46642,M,15587,Rural,Married
5072,HI98447,M,28505,Suburban,Married
5073,QD86271,M,25918,Suburban,Married
5075,LB98130,M,34137,Suburban,Married
5076,VZ16820,M,21839,Suburban,Single
5077,YE24562,M,20978,Suburban,Married
5078,IH78357,F,83392,Rural,Married
5079,TH96263,F,73661,Urban,Married
5080,DC31768,M,49793,Suburban,Married
5082,MQ79612,M,91890,Rural,Married
5084,OE88763,F,11885,Suburban,Divorced
5085,XP39695,F,43000,Suburban,Married
5086,QC28119,M,90043,Urban,Married
5088,RI46607,F,48567,Suburban,Single
5089,OJ63606,F,27510,Suburban,Married
5090,TQ89058,F,59124,Rural,Married
5092,WE88728,F,56531,Suburban,Married
5094,ZI86917,M,45277,Suburban,Married
5097,EC28398,F,22886,Suburban,Divorced
5098,ZX85480,F,66685,Rural,Married
5099,JP27787,F,65775,Rural,Divorced
5100,NH24429,M,52972,Suburban,Single
5101,QU58523,M,52979,Suburban,Divorced
5102,EZ39383,F,55436,Suburban,Divorced
5103,IR74017,F,32116,Rural,Married
5104,DH68234,M,56070,Rural,Divorced
5107,TN36916,F,93621,Rural,Married
5108,FL74984,M,79192,Suburban,Divorced
5109,FV15346,M,96853,Suburban,Divorced
5111,TF64196,F,75121,Rural,Married
5113,RL28880,F,69959,Suburban,Divorced
5114,FG46631,F,81400,Suburban,Married
5116,ZV42323,M,67523,Urban,Single
5117,YS49138,F,62366,Rural,Married
5118,XJ34057,M,67134,Rural,Married
5119,NJ54277,F,41479,Rural,Married
5120,RL64888,F,29697,Suburban,Married
5121,UM28580,F,58577,Urban,Married
5123,YQ79307,M,51144,Urban,Married
5124,KZ80383,F,29587,Suburban,Married
5126,QX84389,M,71499,Suburban,Married
5129,QD17769,M,75740,Rural,Married
5130,VA89404,M,53262,Urban,Married
5131,ZR41880,F,75180,Rural,Single
5132,XK49057,M,31196,Suburban,Single
5134,UX93878,F,34505,Urban,Married
5137,CX34236,M,37937,Suburban,Married
5138,CQ81839,F,21897,Suburban,Single
5139,ES97399,M,55994,Suburban,Married
5140,GL44478,M,24067,Suburban,Single
5141,ML79788,F,43630,Suburban,Divorced
5142,KZ67768,M,23811,Suburban,Divorced
5146,TH72397,M,50562,Suburban,Married
5147,EC13382,F,21514,Urban,Married
5148,LE30774,M,80355,Suburban,Married
5149,RA14734,F,64125,Urban,Married
5150,IY31142,M,83800,Urban,Single
5151,CK29372,F,23840,Suburban,Married
5152,KD70601,F,54834,Urban,Single
5153,QN76596,M,80277,Rural,Married
5154,XI62151,M,88430,Suburban,Married
5155,ZQ37702,F,26255,Rural,Married
5157,LZ84227,M,95715,Rural,Married
5159,RQ99149,M,32437,Suburban,Married
5160,UP57305,M,22726,Suburban,Married
5161,IC82877,M,58092,Urban,Married
5162,JO63956,M,83365,Suburban,Married
5163,MD47500,M,12153,Suburban,Single
5164,OW31837,F,74028,Rural,Married
5165,OY20177,M,52707,Suburban,Married
5166,LZ10377,M,47451,Suburban,Married
5167,UB17669,F,19864,Suburban,Divorced
5168,DP77737,F,28513,Suburban,Married
5169,QT39597,M,26242,Urban,Married
5170,MQ74051,F,55067,Urban,Single
5171,MN98042,M,62291,Suburban,Married
5172,XJ60303,F,25048,Suburban,Married
5173,GU42671,F,16654,Suburban,Married
5174,DK26322,M,26887,Suburban,Single
5175,NT75612,F,22784,Urban,Married
5176,AX28231,M,49345,Urban,Married
5178,UX91266,M,34307,Rural,Divorced
5180,CY90231,M,44096,Suburban,Divorced
5181,QD26729,M,43204,Urban,Married
5184,KR29524,F,78596,Rural,Married
5185,ID58813,M,38925,Rural,Divorced
5187,LH90819,M,21885,Rural,Single
5188,OL55220,F,48345,Urban,Single
5189,YU90693,F,77993,Suburban,Single
5190,NM70181,M,25748,Rural,Married
5191,ZU30804,M,22520,Suburban,Married
5194,SX63814,M,75986,Rural,Married
5196,RW24925,F,58542,Rural,Married
5197,FB84409,M,43640,Rural,Married
5198,YP38413,F,86901,Urban,Single
5199,ZE53116,M,94115,Suburban,Married
5201,UM94104,M,65375,Rural,Married
5202,ET64307,F,44341,Urban,Married
5203,XD32841,M,24378,Suburban,Married
5204,SI90461,F,93489,Rural,Divorced
5205,RV75918,F,69161,Urban,Married
5206,DZ64604,M,60774,Suburban,Married
5208,GQ15613,F,54008,Suburban,Married
5210,VU35401,F,44619,Urban,Married
5211,NH95163,F,16476,Urban,Divorced
5212,CD55111,M,73359,Rural,Married
5213,TQ73797,M,25949,Suburban,Married
5214,CC43119,F,62018,Rural,Married
5215,CD38665,M,41433,Suburban,Married
5217,CJ29883,F,68931,Urban,Married
5221,YL91288,F,98044,Urban,Single
5222,XV53746,F,91354,Suburban,Married
5224,MI95708,F,15083,Suburban,Married
5229,XA21742,F,22955,Suburban,Single
5231,PZ10136,M,51641,Rural,Single
5232,OG62048,F,10211,Suburban,Divorced
5235,KW52549,F,33806,Urban,Divorced
5236,OZ82391,M,50269,Rural,Divorced
5237,HH22446,M,18375,Suburban,Married
5238,HW16019,M,24133,Rural,Married
5239,IS30186,F,88375,Rural,Divorced
5240,HN45134,M,88997,Rural,Divorced
5242,LK57294,M,23402,Suburban,Married
5243,JM88889,F,46396,Urban,Married
5246,XU76821,F,33175,Rural,Single
5247,KR62128,F,63885,Rural,Single
5248,TG70775,F,92766,Suburban,Married
5249,XR75319,M,45515,Urban,Married
5251,No94161,M,37703,Rural,Divorced
5254,QQ51185,F,64987,Urban,Married
5255,XW51700,F,73180,Rural,Single
5256,YK60829,F,92766,Suburban,Married
5258,ON67674,F,50071,Rural,Single
5259,MS20849,M,53058,Rural,Married
5261,PZ53130,F,16370,Urban,Married
5262,HV75704,F,70521,Suburban,Married
5263,GU18646,M,58007,Suburban,Single
5264,LI77073,M,31670,Suburban,Married
5267,ZT52415,F,62534,Suburban,Married
5268,PH83205,M,26790,Suburban,Married
5270,DY27653,F,56178,Suburban,Married
5271,GB70718,F,28646,Suburban,Married
5272,YE12395,M,31267,Suburban,Married
5273,MA94219,M,78250,Suburban,Married
5275,CJ72056,M,65636,Suburban,Married
5276,QU52713,M,43177,Urban,Married
5277,FE20514,M,26733,Urban,Single
5278,RY43586,F,12590,Rural,Married
5279,SK66747,M,33481,Suburban,Single
5281,TH72420,M,25752,Suburban,Married
5282,FD75102,F,27982,Rural,Divorced
5283,LW75453,M,29445,Suburban,Married
5284,BS96517,F,47455,Urban,Single
5285,SO55284,F,64125,Urban,Married
5286,SD83603,F,56830,Urban,Married
5287,JQ68425,M,58236,Rural,Married
5288,VM51572,M,54289,Suburban,Married
5290,WP23743,M,47482,Suburban,Married
5291,DS47984,M,60244,Urban,Married
5292,UV52613,M,20867,Suburban,Married
5293,XM96138,M,98138,Urban,Married
5295,HG81101,F,20327,Suburban,Married
5296,VN27419,F,11828,Suburban,Divorced
5297,VZ59523,M,50695,Rural,Married
5299,JV13438,M,98693,Suburban,Married
5300,MN82687,F,54507,Suburban,Married
5301,MR50410,M,89703,Urban,Married
5304,FY86121,M,70882,Rural,Married
5305,AA69265,F,60817,Suburban,Single
5306,ZT86224,M,72257,Urban,Divorced
5307,GW89148,M,90008,Urban,Single
5308,EJ97834,F,93987,Urban,Single
5309,VM66678,F,81872,Rural,Married
5310,OY34553,F,60221,Urban,Married
5311,JL49772,F,33651,Urban,Married
5313,TW66679,M,75741,Rural,Married
5314,RP98585,M,38086,Urban,Married
5315,XK83294,F,38725,Suburban,Single
5316,VZ43707,M,20132,Suburban,Divorced
5318,UN49741,M,44299,Suburban,Divorced
5319,SY46862,M,98917,Rural,Married
5320,ZY60545,F,91535,Rural,Married
5321,WP62115,F,53484,Urban,Divorced
5322,NK16909,M,45318,Suburban,Married
5323,BQ41371,F,46897,Suburban,Married
5324,QF29828,F,40135,Rural,Married
5325,LP59331,M,38606,Suburban,Single
5326,NJ46471,F,56550,Rural,Married
5327,KX53892,F,61146,Urban,Married
5328,YP37291,M,36409,Suburban,Married
5329,RX93631,F,90035,Rural,Married
5330,GS26763,F,39669,Suburban,Married
5331,SK74843,F,57963,Rural,Divorced
5332,AG47947,F,81872,Rural,Married
5333,LQ23049,F,25965,Suburban,Divorced
5334,VF10088,F,59662,Rural,Married
5335,OJ65428,M,27906,Suburban,Divorced
5336,ZF48094,F,51032,Urban,Married
5337,TN56613,F,83771,Urban,Married
5338,IA33339,F,57052,Urban,Married
5339,UB28078,M,51510,Suburban,Divorced
5340,ZK60855,F,34819,Urban,Married
5341,CM73149,F,31189,Suburban,Single
5342,SC81807,F,32180,Suburban,Married
5343,DS57918,M,27500,Urban,Divorced
5344,TN29644,F,67018,Rural,Married
5347,FG21377,F,33588,Suburban,Married
5348,BQ15946,M,56270,Suburban,Married
5349,CO53249,M,82800,Suburban,Married
5351,VH41477,M,63891,Rural,Married
5352,AT13963,F,43946,Urban,Divorced
5353,XU49878,M,62039,Urban,Married
5354,RY10920,M,60475,Suburban,Married
5355,OC32181,F,70279,Urban,Single
5357,WG39961,F,66676,Suburban,Married
5358,QY78671,M,12048,Suburban,Married
5361,FW53453,F,36094,Urban,Married
5363,XR74789,F,63328,Suburban,Married
5365,SK93727,F,36121,Suburban,Married
5366,OM37845,M,56005,Suburban,Married
5367,VR45143,F,48597,Urban,Single
5369,AF47139,F,42540,Rural,Married
5370,IS48950,M,87544,Suburban,Married
5371,NC98544,M,26292,Suburban,Married
5372,AD12500,F,42696,Suburban,Single
5373,ZE59681,M,88009,Urban,Single
5376,MO21402,F,16181,Suburban,Divorced
5378,WE90911,F,75438,Urban,Single
5380,NN87570,M,27681,Suburban,Married
5381,PD94315,F,23444,Suburban,Married
5382,IN65727,F,63684,Suburban,Single
5383,FB76635,F,61737,Urban,Married
5385,AZ15952,M,52373,Rural,Divorced
5386,KP22549,M,58213,Rural,Married
5387,QC34927,M,74142,Suburban,Married
5389,ER51965,M,49746,Suburban,Married
5392,WF53890,F,39854,Urban,Divorced
5393,QL35310,F,36650,Rural,Married
5394,FY30870,F,32756,Urban,Married
5395,JF73533,M,36268,Suburban,Single
5396,IW70308,F,23815,Suburban,Married
5398,EU38033,M,39188,Suburban,Divorced
5399,ZJ86769,M,58089,Suburban,Married
5400,JZ90556,F,62120,Rural,Married
5401,OQ43721,F,26540,Suburban,Married
5402,NI71089,M,28215,Suburban,Single
5403,ZF84966,F,61675,Urban,Married
5405,CG92708,F,69600,Urban,Married
5406,TH59993,F,40982,Rural,Married
5407,WH76688,M,74015,Suburban,Single
5410,FO33051,M,29439,Suburban,Divorced
5412,II49996,M,74015,Suburban,Single
5413,AX71707,F,67881,Suburban,Married
5414,GF38306,F,96162,Urban,Single
5415,TN54884,F,39049,Urban,Married
5416,DD27635,M,29808,Rural,Married
5417,NX84287,F,65727,Urban,Married
5419,FF77476,F,22283,Suburban,Divorced
5420,CW92156,F,37435,Urban,Single
5421,XA53408,M,27756,Suburban,Married
5422,CV86445,M,86876,Rural,Married
5424,EV14053,F,34062,Suburban,Married
5427,SN36487,F,78358,Suburban,Married
5428,SW88021,F,12222,Suburban,Married
5429,US43945,F,41247,Suburban,Divorced
5430,QC93181,F,13663,Suburban,Single
5431,XS89049,F,25531,Suburban,Married
5432,QR79788,M,58643,Urban,Divorced
5433,WG51244,M,48107,Suburban,Divorced
5434,BF56053,F,18643,Suburban,Married
5436,VS30147,M,58645,Urban,Married
5437,FY70464,F,95058,Rural,Married
5439,LR43989,F,19715,Suburban,Married
5440,ER10834,F,68787,Rural,Married
5441,WL46620,M,29056,Suburban,Married
5442,MO27230,F,47829,Suburban,Married
5443,HD32695,F,13128,Suburban,Married
5444,ED89934,F,58946,Urban,Married
5445,WU63862,M,31614,Urban,Single
5446,EW27959,F,44667,Urban,Single
5448,PJ84431,M,91512,Suburban,Married
5449,RW46214,F,26540,Suburban,Divorced
5451,DZ48278,M,38798,Urban,Married
5453,CQ15251,F,65629,Rural,Married
5454,QD36906,F,33291,Rural,Married
5455,BG95711,F,57264,Rural,Divorced
5456,HR44460,F,60970,Rural,Divorced
5457,NE57101,M,34220,Suburban,Married
5458,UQ34669,M,88997,Rural,Divorced
5459,BL42392,M,18779,Urban,Married
5460,WC52068,M,50825,Urban,Married
5462,XS74432,F,29218,Suburban,Married
5463,YA10507,M,95697,Rural,Married
5464,NL59273,F,61486,Urban,Married
5466,MF83904,F,17723,Suburban,Married
5467,MH14039,M,72421,Suburban,Married
5468,XJ26467,F,36510,Urban,Married
5469,BC53546,M,35396,Suburban,Divorced
5470,KB58189,F,69230,Urban,Married
5471,FF31523,F,28054,Urban,Married
5472,EE98024,F,25866,Suburban,Married
5473,QA50777,F,23675,Suburban,Married
5477,FB77856,M,28142,Suburban,Married
5478,XQ93931,M,23706,Suburban,Married
5481,VA35421,F,83527,Rural,Married
5482,BB41401,M,26876,Suburban,Single
5483,RQ16234,F,55099,Rural,Divorced
5484,DO83789,F,71661,Suburban,Married
5485,AK46006,M,18047,Suburban,Married
5486,CJ59481,M,90893,Rural,Married
5487,JL86651,M,90016,Rural,Married
5488,AN32867,M,81285,Suburban,Single
5489,AC67315,F,96950,Suburban,Married
5490,XN90444,M,24814,Suburban,Single
5493,HC25359,F,52572,Urban,Divorced
5495,UU81720,F,41701,Rural,Married
5498,YP79029,M,34179,Suburban,Married
5499,HS79851,M,27681,Suburban,Married
5502,TS98462,F,78494,Rural,Married
5504,RS85283,M,56044,Suburban,Married
5505,NW19960,M,37937,Suburban,Married
5506,AI11191,F,77853,Rural,Single
5507,PF24757,F,72608,Suburban,Married
5508,NY20756,M,36568,Suburban,Married
5510,GL54755,F,59578,Urban,Married
5511,UF13251,M,26032,Suburban,Married
5512,HK16676,M,39618,Suburban,Married
5514,XB43418,M,59438,Urban,Single
5517,HZ52656,F,89451,Rural,Single
5518,BM71358,M,44695,Rural,Divorced
5519,DJ42087,F,24581,Suburban,Married
5521,YD27780,F,72334,Urban,Married
5522,DZ38951,M,19831,Suburban,Married
5523,VO84133,M,40361,Rural,Married
5524,FP86246,M,74656,Urban,Divorced
5525,YA37626,M,25358,Suburban,Single
5526,XW54288,M,35461,Rural,Married
5527,ET81343,M,59047,Suburban,Divorced
5528,CW57351,F,62409,Urban,Divorced
5529,EV39201,F,93272,Urban,Married
5531,IX44049,M,20166,Suburban,Married
5533,AS78838,M,29735,Suburban,Single
5535,LH52773,F,97460,Suburban,Married
5536,XF99212,M,57564,Suburban,Married
5537,CL52383,F,33232,Urban,Married
5538,DD28380,F,11854,Suburban,Married
5539,CP87192,F,23843,Urban,Married
5540,MH43755,F,17961,Urban,Married
5542,FU65756,F,54695,Suburban,Married
5543,YG92601,M,85632,Rural,Married
5546,ZD71862,F,39895,Urban,Married
5547,VT87641,F,95815,Suburban,Married
5548,TN61016,F,37224,Suburban,Divorced
5550,IS53899,F,94652,Suburban,Married
5551,KC69320,F,28582,Suburban,Single
5552,WR86431,F,91123,Rural,Divorced
5553,TY27229,M,85942,Rural,Married
5554,LC42182,F,64321,Rural,Divorced
5555,SZ64974,M,77025,Suburban,Single
5556,AH89786,M,16997,Suburban,Married
5557,QO70290,M,52408,Rural,Married
5559,OU24549,M,37573,Suburban,Married
5560,OO96263,F,45893,Suburban,Married
5562,JZ76788,M,29385,Suburban,Single
5563,AB23825,M,21509,Suburban,Single
5564,BH61137,F,68144,Suburban,Married
5565,QW21716,M,31093,Suburban,Married
5566,IU95336,M,24350,Suburban,Married
5567,TY22591,M,32823,Suburban,Married
5568,VR18539,M,44843,Urban,Single
5569,GD89605,F,59364,Suburban,Married
5570,RD47708,M,39101,Rural,Married
5572,TW62773,F,27604,Suburban,Married
5573,QP77560,F,91603,Suburban,Married
5574,QV66305,F,59828,Suburban,Married
5575,WC83676,M,33247,Urban,Married
5576,QD98396,M,45867,Suburban,Married
5577,AM36670,F,54827,Rural,Single
5579,GN61665,M,47170,Suburban,Married
5580,HY49431,F,21947,Urban,Married
5581,IK82336,F,39018,Suburban,Married
5582,WA16954,M,20252,Urban,Married
5584,XG47945,M,48602,Suburban,Married
5585,UV57184,F,97849,Urban,Married
5586,JU55710,F,41479,Rural,Married
5587,PT50287,F,69746,Urban,Divorced
5588,AB73565,M,96748,Suburban,Married
5589,PK20739,M,25074,Suburban,Married
5590,XI85062,M,66463,Suburban,Married
5591,KA77514,M,34865,Urban,Married
5592,ND80148,M,37399,Urban,Married
5593,AK72422,M,21070,Suburban,Divorced
5594,LN49978,F,31562,Suburban,Married
5595,RZ80299,F,54684,Suburban,Divorced
5596,QU53781,M,37388,Suburban,Married
5597,MD70013,F,84981,Rural,Married
5598,QD97878,M,24046,Suburban,Married
5599,WK24299,M,20993,Suburban,Divorced
5600,RJ45123,M,48029,Suburban,Divorced
5601,HM33037,M,16233,Suburban,Married
5602,QY70905,M,30718,Suburban,Married
5603,YL86561,M,60277,Rural,Married
5605,UI44314,M,31911,Urban,Single
5606,NN44612,F,61402,Urban,Divorced
5607,MA37431,F,34335,Suburban,Married
5608,DP57381,M,71467,Urban,Divorced
5610,OG17838,M,36168,Suburban,Divorced
5611,WG37485,F,58357,Suburban,Single
5612,RV95842,M,29692,Suburban,Divorced
5613,NG13451,M,29215,Suburban,Single
5615,ZG16710,M,26841,Suburban,Married
5616,OT53330,F,34837,Suburban,Single
5617,LZ12396,F,33068,Urban,Married
5618,UU77151,F,44820,Urban,Married
5619,CD71877,F,49564,Rural,Single
5620,PA95799,M,19581,Suburban,Married
5622,CM42637,M,23129,Suburban,Married
5624,FE46445,F,25411,Urban,Married
5625,PD32854,F,28513,Suburban,Married
5626,GV35061,M,69346,Urban,Married
5627,BG44829,F,74835,Rural,Married
5628,RH83684,F,43282,Rural,Divorced
5629,SB82356,F,11276,Suburban,Married
5631,RJ39700,M,10037,Urban,Single
5632,LO40410,F,21986,Suburban,Divorced
5633,SX85653,F,85609,Suburban,Married
5634,PH91033,M,86347,Urban,Married
5635,LC69427,F,20368,Suburban,Single
5636,MZ85889,F,25778,Rural,Divorced
5637,GL82358,F,43860,Rural,Single
5638,AM94127,M,93303,Rural,Single
5639,TO19482,M,67467,Suburban,Married
5640,WA68850,M,30598,Suburban,Married
5641,ER97256,F,55350,Suburban,Married
5642,CK85904,F,11432,Suburban,Married
5643,GH30325,M,27093,Suburban,Married
5646,XZ45224,F,38961,Suburban,Divorced
5647,HD56196,F,51840,Rural,Married
5648,EM39400,M,79181,Urban,Divorced
5649,FP39090,M,14072,Suburban,Divorced
5650,CE17166,M,56225,Suburban,Divorced
5651,HF67477,M,14909,Suburban,Married
5652,GJ79432,M,26876,Suburban,Single
5653,ZE17448,M,68401,Urban,Divorced
5654,SK65854,F,29730,Suburban,Married
5655,RT23641,F,35577,Urban,Married
5656,PY79113,M,41958,Urban,Married
5657,EP61197,F,77915,Suburban,Married
5658,IL12516,F,15514,Suburban,Married
5659,BF55854,F,29505,Suburban,Married
5660,GP19791,F,31356,Suburban,Married
5661,II16403,F,31456,Rural,Single
5662,SS28002,F,95284,Urban,Married
5664,FH97700,F,62864,Rural,Single
5665,NB96938,M,22842,Suburban,Married
5666,HY32811,F,67186,Urban,Single
5668,LE12086,F,68946,Urban,Married
5669,IO89174,F,56680,Suburban,Single
5670,DB26077,F,18866,Suburban,Married
5671,NB98740,F,82875,Suburban,Married
5673,AK54675,F,84863,Suburban,Divorced
5675,JS36743,M,54753,Suburban,Single
5676,TV20901,F,76381,Suburban,Married
5677,LQ20969,M,59523,Urban,Married
5678,BZ33435,F,56017,Rural,Married
5679,OA55110,M,14306,Urban,Divorced
5680,YJ42538,F,21359,Suburban,Married
5681,XB64207,F,86101,Urban,Married
5682,KZ80424,M,25998,Suburban,Married
5683,BC34309,F,64341,Rural,Single
5684,JC34468,F,36060,Urban,Married
5685,ON34922,M,61894,Urban,Married
5686,MQ93707,M,26721,Suburban,Divorced
5687,SY28542,F,59940,Urban,Single
5688,RA29518,M,45971,Rural,Married
5689,No34698,M,80055,Rural,Married
5690,VK37392,M,58345,Urban,Married
5692,FI90697,M,76549,Urban,Married
5693,DR93103,F,36212,Rural,Married
5695,ZZ43513,M,73597,Urban,Married
5696,QW81912,F,63762,Rural,Married
5697,AZ50087,M,32787,Suburban,Married
5698,HQ87008,F,94962,Suburban,Married
5700,PD30266,F,73809,Urban,Married
5701,GA50461,F,13037,Suburban,Married
5703,GT14584,F,75272,Rural,Married
5704,IA87250,F,39278,Rural,Divorced
5705,MM67983,M,36913,Rural,Married
5707,SH93005,M,13528,Suburban,Single
5711,DG68667,M,12617,Suburban,Divorced
5712,AR40217,F,42754,Urban,Divorced
5714,BR44176,F,76157,Suburban,Married
5716,FQ61281,M,58958,Suburban,Married
5719,WM25415,F,34430,Urban,Divorced
5720,GU41036,M,13411,Suburban,Married
5721,NN66592,M,73758,Urban,Married
5723,PF53601,M,17130,Suburban,Divorced
5726,TF68928,M,10517,Urban,Single
5727,VZ79366,M,58842,Suburban,Married
5728,SQ53118,M,22355,Suburban,Married
5730,ZI34278,F,21137,Suburban,Single
5732,OP93305,M,78255,Suburban,Single
5733,CK31454,F,35625,Urban,Married
5734,FX81675,F,87957,Suburban,Divorced
5735,BK85520,F,25915,Suburban,Single
5736,KB18303,M,62464,Urban,Married
5738,RX31862,M,49529,Urban,Married
5739,YQ58965,F,23376,Suburban,Divorced
5741,BC52397,M,67952,Rural,Married
5742,AR69517,M,25251,Suburban,Divorced
5743,JJ23168,F,20497,Suburban,Married
5744,NB39218,M,68420,Suburban,Married
5745,FP95606,F,24711,Rural,Married
5746,YP27180,F,76530,Rural,Divorced
5747,JK74110,M,98333,Urban,Married
5752,GF68713,M,24695,Suburban,Married
5753,HB23001,M,26287,Rural,Married
5754,DH99299,M,83846,Suburban,Married
5755,RA61917,F,76081,Suburban,Single
5756,KM65135,M,14957,Suburban,Single
5757,RR37482,M,41727,Rural,Married
5758,WM24870,F,89092,Rural,Divorced
5759,EC78254,F,53986,Rural,Married
5760,CQ19667,F,49853,Suburban,Single
5761,AY43037,M,36670,Suburban,Single
5762,GN36177,M,43626,Suburban,Divorced
5764,UA58104,F,76505,Rural,Married
5765,GR12431,F,66216,Rural,Single
5766,IV37346,F,52497,Suburban,Divorced
5767,VU99589,F,20090,Suburban,Married
5769,ZY26831,F,37751,Rural,Single
5770,IP84574,F,54840,Suburban,Single
5771,XF33416,F,31986,Suburban,Divorced
5772,PV62583,M,22166,Suburban,Married
5775,PK37320,F,83838,Urban,Married
5776,EP35930,F,46061,Rural,Married
5777,TS34391,M,50825,Urban,Married
5778,ST65635,F,14030,Suburban,Married
5779,AQ25590,F,20282,Suburban,Divorced
5780,QK37708,M,50146,Suburban,Married
5782,DQ55516,F,20472,Suburban,Single
5783,KS72802,F,85751,Urban,Married
5784,PE32165,F,76912,Rural,Married
5785,XO78284,M,96335,Rural,Single
5786,HS39343,F,29633,Urban,Married
5787,ZF77631,M,80540,Rural,Married
5788,ZE60021,F,14465,Suburban,Married
5790,HI16116,F,29899,Suburban,Married
5792,IQ24777,M,71391,Urban,Married
5793,CA55066,M,57449,Suburban,Single
5794,LG87047,M,14209,Suburban,Married
5795,TK38732,M,47824,Urban,Married
5796,KH94432,F,48696,Rural,Married
5797,ID21652,F,79189,Rural,Married
5799,CK36026,F,23870,Suburban,Married
5801,KP68957,F,41059,Rural,Married
5802,LC86277,M,19447,Suburban,Married
5803,UW55977,M,94392,Rural,Married
5804,RE46032,M,23203,Suburban,Single
5805,CG69038,M,38157,Rural,Married
5807,CR85257,M,99761,Suburban,Single
5808,JX88012,F,98350,Urban,Married
5809,ED44765,F,25318,Suburban,Married
5810,TW81986,F,51721,Urban,Married
5813,CH95772,M,68321,Urban,Single
5814,OZ62735,M,69161,Urban,Married
5815,UN50538,F,72667,Urban,Married
5816,JS76871,M,62082,Rural,Married
5818,TB56369,F,36551,Rural,Single
5819,ZN27753,M,70524,Suburban,Married
5820,FH22442,F,60477,Rural,Married
5822,HI34993,M,40376,Suburban,Married
5823,KW59167,F,72608,Suburban,Married
5824,BL44722,F,46587,Suburban,Divorced
5825,QV11152,M,34398,Suburban,Married
5826,SG53084,F,70432,Rural,Married
5827,EZ30537,F,79655,Rural,Married
5829,UQ59692,F,73457,Rural,Married
5831,DE53644,F,23059,Suburban,Married
5833,AJ89108,F,51643,Suburban,Single
5834,MZ10085,M,72531,Suburban,Married
5835,EV68966,M,87840,Rural,Married
5836,PS28082,M,57563,Suburban,Divorced
5838,OE14751,M,31278,Suburban,Married
5840,AX70794,M,47122,Suburban,Single
5842,KE61355,F,60260,Suburban,Married
5844,GV68933,M,12677,Suburban,Married
5845,LM76366,M,28564,Suburban,Married
5846,PS57128,F,41341,Rural,Single
5847,AH55475,M,44246,Suburban,Married
5849,IF18508,F,70610,Rural,Single
5850,YE87442,F,34831,Suburban,Married
5851,QD85803,F,30374,Urban,Married
5852,SF25048,M,50825,Urban,Married
5853,FH39423,F,80727,Rural,Married
5854,LW43630,F,71269,Urban,Married
5855,XO17798,M,45794,Suburban,Married
5856,IN15077,M,99874,Urban,Married
5857,NE16405,F,76731,Urban,Married
5858,TU82820,M,73019,Suburban,Divorced
5859,FR26341,M,19112,Urban,Married
5860,MT27589,M,58414,Suburban,Single
5862,MP95255,F,66676,Suburban,Married
5863,EM16179,F,69011,Suburban,Single
5868,YP96182,M,31385,Rural,Divorced
5869,WI58274,F,68261,Rural,Married
